,date,ticker,return,mkt_rf,smb,hml,rmw,cma,rf,excess_return
804,2015-08-31,VLUE,-0.05780607788098746,-0.0602,0.0029,0.0275,0.0066,0.0129,0.0,-0.05780607788098746
805,2015-09-30,VLUE,-0.028662743314152195,-0.030600000000000002,-0.027999999999999997,0.0055000000000000005,0.018000000000000002,-0.0059,0.0,-0.028662743314152195
806,2015-10-31,VLUE,0.07304890260049435,0.0775,-0.0206,-0.004699999999999999,0.0095,0.0060999999999999995,0.0,0.07304890260049435
807,2015-11-30,VLUE,-0.006838668942404813,0.005699999999999999,0.033,-0.0043,-0.0265,-0.0106,0.0,-0.006838668942404813
808,2015-12-31,VLUE,-0.01870205013402526,-0.0215,-0.029500000000000002,-0.025699999999999997,0.0034000000000000002,0.0012,0.0001,-0.01880205013402526
809,2016-01-31,VLUE,-0.08676037001362658,-0.0574,-0.0344,0.0208,0.0278,0.0305,0.0001,-0.08686037001362658
810,2016-02-29,VLUE,0.01812086682346381,-0.0007000000000000001,0.0087,-0.0060999999999999995,0.0331,0.0194,0.0002,0.01792086682346381
811,2016-03-31,VLUE,0.06013443436534516,0.0695,0.01,0.012199999999999999,0.0068000000000000005,0.0001,0.0002,0.05993443436534516
812,2016-04-30,VLUE,0.007498007408982321,0.0091,0.0123,0.0322,-0.0285,0.0177,0.0001,0.007398007408982321
813,2016-05-31,VLUE,0.01472263995628098,0.0178,-0.0062,-0.016200000000000003,-0.011000000000000001,-0.0254,0.0001,0.014622639956280981
814,2016-06-30,VLUE,-0.012055801810785693,-0.0003,0.0042,-0.0149,0.014499999999999999,0.019,0.0002,-0.012255801810785694
815,2016-07-31,VLUE,0.04527031144756699,0.0394,0.024700000000000003,-0.0124,0.0131,-0.0116,0.0002,0.04507031144756699
816,2016-08-31,VLUE,0.012418692492557115,0.0049,0.0166,0.0317,-0.018500000000000003,-0.0036,0.0002,0.012218692492557115
817,2016-09-30,VLUE,0.006510516187534288,0.0027,0.0181,-0.011899999999999999,-0.0218,0.0003,0.0002,0.006310516187534288
818,2016-10-31,VLUE,-0.011948494513955299,-0.020099999999999996,-0.04019999999999999,0.041100000000000005,0.009899999999999999,0.0025,0.0002,-0.0121484945139553
819,2016-11-30,VLUE,0.07085276901968651,0.048499999999999995,0.0696,0.08289999999999999,-0.0024,0.0371,0.0001,0.07075276901968651
820,2016-12-31,VLUE,0.02078981698520077,0.0181,0.0044,0.0347,0.0124,-0.0032,0.0003,0.02048981698520077
821,2017-01-31,VLUE,0.012679971121969169,0.0194,-0.0144,-0.0276,-0.0051,-0.0106,0.0004,0.01227997112196917
822,2017-02-28,VLUE,0.04572360508697515,0.0355,-0.023,-0.015,0.0045000000000000005,-0.018000000000000002,0.0004,0.04532360508697515
823,2017-03-31,VLUE,-0.011013445170387715,0.0017000000000000001,0.0075,-0.0333,0.0063,-0.0095,0.0003,-0.011313445170387714
824,2017-04-30,VLUE,0.0021876275076069263,0.0108,0.0040999999999999995,-0.020499999999999997,0.0179,-0.016,0.0005,0.0016876275076069262
825,2017-05-31,VLUE,-0.0012276768461758625,0.010700000000000001,-0.029900000000000003,-0.0382,0.009899999999999999,-0.0166,0.0006,-0.0018276768461758623
826,2017-06-30,VLUE,0.011835477992850008,0.0078000000000000005,0.0252,0.015,-0.0226,0.0004,0.0006,0.011235477992850008
827,2017-07-31,VLUE,0.019844501431243167,0.018799999999999997,-0.016399999999999998,-0.0023,-0.0075,-0.0015,0.0007000000000000001,0.019144501431243167
828,2017-08-31,VLUE,0.0021329401737746334,0.0018,-0.0183,-0.0213,0.002,-0.023799999999999998,0.0009,0.0012329401737746334
829,2017-09-30,VLUE,0.03476346849510703,0.024900000000000002,0.047599999999999996,0.0315,-0.0154,0.0163,0.0009,0.03386346849510703
830,2017-10-31,VLUE,0.02612480547974738,0.0225,-0.0191,0.0013,0.0092,-0.031400000000000004,0.0009,0.02522480547974738
831,2017-11-30,VLUE,0.041593482962809736,0.031200000000000002,-0.0038,-0.0009,0.0319,-0.001,0.0008,0.040793482962809734
832,2017-12-31,VLUE,0.017158463902997356,0.0106,-0.0105,0.0005,0.0073,0.0179,0.0009,0.016258463902997355
833,2018-01-31,VLUE,0.043649962912428064,0.0558,-0.0321,-0.0132,-0.0075,-0.0105,0.0011,0.04254996291242807
834,2018-02-28,VLUE,-0.03300130062276696,-0.0364,0.0034000000000000002,-0.011000000000000001,0.0053,-0.0236,0.0011,-0.03410130062276696
835,2018-03-31,VLUE,-0.022713618480978304,-0.0235,0.0361,-0.0021,-0.0040999999999999995,0.0008,0.0012,-0.023913618480978303
836,2018-04-30,VLUE,0.0039016796557400646,0.0029,0.0089,0.0053,-0.0242,0.0124,0.0014000000000000002,0.0025016796557400644
837,2018-05-31,VLUE,0.019795952469684908,0.0263,0.0471,-0.031400000000000004,-0.019799999999999998,-0.0149,0.0014000000000000002,0.01839595246968491
838,2018-06-30,VLUE,-0.010655370130412734,0.0049,0.0077,-0.0233,0.0083,0.002,0.0014000000000000002,-0.012055370130412734
839,2018-07-31,VLUE,0.03413644881217359,0.032,-0.019299999999999998,0.0049,0.015300000000000001,0.0031,0.0016,0.032536448812173595
840,2018-08-31,VLUE,0.03605278985149907,0.0346,0.006500000000000001,-0.0391,-0.0029,-0.025699999999999997,0.0016,0.03445278985149907
841,2018-09-30,VLUE,-0.0019571918726922766,0.0006,-0.024900000000000002,-0.016200000000000003,0.006500000000000001,0.013600000000000001,0.0015,-0.0034571918726922766
842,2018-10-31,VLUE,-0.05907818390867492,-0.0764,-0.0438,0.0338,0.0103,0.036000000000000004,0.0019,-0.06097818390867492
843,2018-11-30,VLUE,-0.005927779650777398,0.0171,-0.008100000000000001,0.0036,-0.0060999999999999995,0.004,0.0018,-0.007727779650777398
844,2018-12-31,VLUE,-0.11052323157002475,-0.0955,-0.0281,-0.0192,-0.0003,0.0024,0.0019,-0.11242323157002475
845,2019-01-31,VLUE,0.09838758927973368,0.0836,0.0291,-0.0039000000000000003,-0.0073,-0.0165,0.0021,0.09628758927973367
846,2019-02-28,VLUE,0.018943477680955834,0.0342,0.0172,-0.026600000000000002,0.0016,-0.0154,0.0018,0.017143477680955834
847,2019-03-31,VLUE,-0.009520521361067513,0.011000000000000001,-0.0352,-0.0414,0.0088,-0.009000000000000001,0.0019,-0.011420521361067514
848,2019-04-30,VLUE,0.03418431206159678,0.0397,-0.0115,0.0213,0.0161,-0.0218,0.0021,0.03208431206159678
